row,pot,mass,ber,fungus,cracking,penetrometer,sugar_avg,date_harvest,date_analysis,treatment,transplantation,germination,fruit,daysfromharvesttoanalysis,daysfromgermination,plant,ripeness,sugar_grams
C,9,32.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
B,4,4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B4,NA,NA
C,11,15.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
A,1,3.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
C,10,17.8,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,9,48.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,11,12,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,11,18.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,9,24.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,11,12.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,10,17.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,8,33.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
B,5,10.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
C,11,11.8,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,10,20.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,9,13,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,8,38,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,8,42.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,11,11.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
A,2,1.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
C,10,9.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
A,2,3.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
C,8,34,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,41.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,14,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,9,15.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,10,17.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,26.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,12.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,9,16.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,7,21.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
B,2,7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
C,7,16.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,48.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,27,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,10,18.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,10,11.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,13.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,9,37.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,8,43.8,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,8,26.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,56.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,20.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,14.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,10,16,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,16.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,11,19.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,8,32,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,24.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,19.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,7,16.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,11.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,12.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,10,17.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,8,15,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,21.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,43.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
A,1,40.8,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
A,1,6.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
B,1,15.5,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B1,NA,NA
A,1,21.8,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
A,2,18,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
B,1,21.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B1,NA,NA
A,1,37.2,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
A,1,29,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
D,8,21.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D8,NA,NA
D,8,30.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D8,NA,NA
B,2,5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
A,1,25,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
B,2,5.9,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
A,1,29.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
A,2,16.8,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
B,2,3.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
D,12,27.3,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D12,NA,NA
D,12,35.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D12,NA,NA
B,2,6.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
A,1,10,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
A,2,3.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
D,8,28.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D8,NA,NA
D,7,23.5,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D7,NA,NA
A,2,17.6,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
D,12,22.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D12,NA,NA
A,2,63.7,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
D,12,18.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D12,NA,NA
D,7,19.6,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D7,NA,NA
D,5,21.1,TRUE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germ+Trans,TRUE,TRUE,1,13,173,D5,NA,NA
C,7,14,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,15.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,8,77.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,10,27.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,56.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,53,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,29.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,17.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,56.5,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,23.6,FALSE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,27,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,21.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,30,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,21.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,44.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,11,34.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,7,19.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,8.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,39.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,8,32.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,10,9.8,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,9,34.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,8,47,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,10,23,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,13.3,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,9.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,19.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
B,2,4.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
C,9,50.4,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C9,NA,NA
C,10,29,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,8,21.6,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,8,100.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,10,39,TRUE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,7,88.6,TRUE,TRUE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,8,60,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,8,37.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,8,28.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,33,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,8,26.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,56.8,FALSE,TRUE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,47.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,23.2,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,8,23.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C8,NA,NA
C,7,25.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,15.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,12.7,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,7,22.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,17,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,7,9.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,12.8,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,7,24.3,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,11,22.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,11,11.9,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
C,7,17.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C7,NA,NA
C,10,8.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C10,NA,NA
C,11,11.4,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Germination,FALSE,TRUE,1,13,173,C11,NA,NA
B,5,28.7,TRUE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
A,1,45,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
B,5,33.2,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
B,5,26,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
B,5,29.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
A,2,23.5,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A2,NA,NA
B,2,13.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
B,2,18,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B2,NA,NA
B,5,20,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B5,NA,NA
A,1,19.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
B,4,12.6,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B4,NA,NA
B,4,31.9,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B4,NA,NA
B,4,33.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B4,NA,NA
A,1,20.1,FALSE,FALSE,FALSE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Control,FALSE,FALSE,1,13,173,A1,NA,NA
B,4,36.7,FALSE,FALSE,TRUE,NA,NA,2024-10-08T00:00:00Z,2024-10-21T00:00:00Z,Transplantation,TRUE,FALSE,1,13,173,B4,NA,NA
