"","Treatment","Transplantation","Germination","Time","Date","DaysFromGermination","Row","Pot","Plant","Device","AmbientHumidity","AmbientTemperature","LeafTemperature","AmbientPressure","AmbientLight","PhiPS2","LogitPhiPS2"
"281","Germination",FALSE,TRUE,"11:40:15","2024-06-06",36,"C","9","C9","Li600",86.54,23.14,24.26,972.6,173,0.740114,1.04656115506246
"282","Germination",FALSE,TRUE,"11:40:22","2024-06-06",36,"C","10","C10","Li600",86.72,23.18,24.24,972.6,166,0.724014,0.964460589422403
"283","Germination",FALSE,TRUE,"11:40:31","2024-06-06",36,"C","11","C11","Li600",86.2,23.22,23.54,972.6,176,0.740566,1.04891242370589
"284","Germination",FALSE,TRUE,"11:40:38","2024-06-06",36,"C","12","C12","Li600",87.04,23.25,23.74,972.6,160,0.738123,1.03623554950105
"285","Germ+Trans",TRUE,TRUE,"11:40:51","2024-06-06",36,"D","1","D1","Li600",86.27,23.32,23.64,972.6,145,0.740981,1.05107356585946
"286","Germ+Trans",TRUE,TRUE,"11:41:01","2024-06-06",36,"D","2","D2","Li600",85.48,23.36,24.44,972.6,153,0.750408,1.10078947391643
"287","Germ+Trans",TRUE,TRUE,"11:41:08","2024-06-06",36,"D","3","D3","Li600",85.53,23.4,24.45,972.6,168,0.745644,1.07551341397321
"288","Germ+Trans",TRUE,TRUE,"11:41:15","2024-06-06",36,"D","4","D4","Li600",87.33,23.43,24.48,972.7,148,0.740131,1.04664953966925
"289","Germ+Trans",TRUE,TRUE,"11:41:26","2024-06-06",36,"D","5","D5","Li600",85.81,23.49,24.75,972.6,155,0.741674,1.05468744033826
"290","Germ+Trans",TRUE,TRUE,"11:41:32","2024-06-06",36,"D","6","D6","Li600",86.05,23.51,24.77,972.6,170,0.745174,1.07303678884781
"291","Germ+Trans",TRUE,TRUE,"11:41:40","2024-06-06",36,"D","7","D7","Li600",86.73,23.56,24.29,972.7,146,0.740796,1.05010988729155
"292","Germ+Trans",TRUE,TRUE,"11:41:48","2024-06-06",36,"D","8","D8","Li600",85.59,23.59,24.62,972.6,165,0.755932,1.13050455005275
"293","Germ+Trans",TRUE,TRUE,"11:41:54","2024-06-06",36,"D","9","D9","Li600",85.96,23.62,24.31,972.7,143,0.757633,1.13974599321575
"294","Germ+Trans",TRUE,TRUE,"11:42:03","2024-06-06",36,"D","10","D10","Li600",84.79,23.66,23.76,972.7,158,0.754432,1.12239125361063
"295","Germ+Trans",TRUE,TRUE,"11:42:10","2024-06-06",36,"D","11","D11","Li600",84.82,23.69,24.34,972.6,136,0.744986,1.07204698064453
"296","Germ+Trans",TRUE,TRUE,"11:42:16","2024-06-06",36,"D","12","D12","Li600",84.54,23.72,24.84,972.7,154,0.74418,1.06780886888405
"297","Control",FALSE,FALSE,"10:51:39","2024-06-13",43,"A","1","A1","Li600",84.49,22.98,24.52,978.3,378,0.716088,0.925138733446365
"298","Control",FALSE,FALSE,"10:51:49","2024-06-13",43,"A","2","A2","Li600",84.84,23.05,25.06,978.4,288,0.7418,1.05534518664295
"299","Control",FALSE,FALSE,"10:52:02","2024-06-13",43,"A","3","A3","Li600",83.84,23.15,25.34,978.4,431,0.730021,0.99472912265621
"300","Control",FALSE,FALSE,"10:52:12","2024-06-13",43,"A","4","A4","Li600",84.39,23.22,25.64,978.3,435,0.711638,0.903352719865816
"301","Control",FALSE,FALSE,"10:52:20","2024-06-13",43,"A","5","A5","Li600",84.52,23.28,25.21,978.3,470,0.716058,0.924991177314206
"302","Control",FALSE,FALSE,"10:52:31","2024-06-13",43,"A","6","A6","Li600",83.3,23.36,24.32,978.2,462,0.641809,0.583224387954761
"303","Control",FALSE,FALSE,"10:52:40","2024-06-13",43,"A","7","A7","Li600",83.67,23.42,25.29,978.2,449,0.728336,0.986196471608453
"304","Control",FALSE,FALSE,"10:52:59","2024-06-13",43,"A","8","A8","Li600",83.38,23.57,24.98,978.3,446,0.482727,-0.0691195050969373
"305","Control",FALSE,FALSE,"10:53:07","2024-06-13",43,"A","9","A9","Li600",82.75,23.62,25.5,978.3,299,0.749362,1.09521251080167
"306","Control",FALSE,FALSE,"10:53:21","2024-06-13",43,"A","10","A10","Li600",81.92,23.72,25.92,978.3,435,0.718918,0.939100862218595
"307","Control",FALSE,FALSE,"10:53:27","2024-06-13",43,"A","11","A11","Li600",82.15,23.76,26.03,978.3,455,0.692816,0.813317535085969
"308","Control",FALSE,FALSE,"10:53:34","2024-06-13",43,"A","12","A12","Li600",81.29,23.8,26.05,978.4,390,0.705858,0.875351440186492
"309","Transplantation",TRUE,FALSE,"10:53:52","2024-06-13",43,"B","1","B1","Li600",81.86,23.93,26.43,978.4,388,0.714538,0.917527259587859
"310","Transplantation",TRUE,FALSE,"10:54:04","2024-06-13",43,"B","2","B2","Li600",82.2,24.01,25.53,978.4,438,0.720616,0.947519222172568
"311","Transplantation",TRUE,FALSE,"10:54:12","2024-06-13",43,"B","3","B3","Li600",81.3,24.06,25.68,978.3,402,0.710228,0.896491638384522
"312","Transplantation",TRUE,FALSE,"10:54:18","2024-06-13",43,"B","4","B4","Li600",81.53,24.11,24.74,978.3,376,0.738964,1.04059087643702
"313","Transplantation",TRUE,FALSE,"10:54:25","2024-06-13",43,"B","5","B5","Li600",81.67,24.15,25.76,978.3,376,0.742967,1.06144714787443
"314","Transplantation",TRUE,FALSE,"10:54:30","2024-06-13",43,"B","6","B6","Li600",82.33,24.19,26.4,978.3,402,0.7331,1.01040806181906
"315","Transplantation",TRUE,FALSE,"10:54:43","2024-06-13",43,"B","7","B7","Li600",82.7,24.28,25.59,978.3,393,0.569344,0.279175193302045
"316","Transplantation",TRUE,FALSE,"10:54:50","2024-06-13",43,"B","8","B8","Li600",82.5,24.32,26.09,978.3,423,0.735211,1.02122425043016
"317","Transplantation",TRUE,FALSE,"10:54:56","2024-06-13",43,"B","9","B9","Li600",81.7,24.36,25.94,978.3,389,0.741849,1.05560103337951
"318","Transplantation",TRUE,FALSE,"10:55:02","2024-06-13",43,"B","10","B10","Li600",81.81,24.4,26.1,978.3,345,0.745144,1.07287880852268
"319","Transplantation",TRUE,FALSE,"10:55:10","2024-06-13",43,"B","11","B11","Li600",80.06,24.45,25.2,978.3,418,0.719581,0.942384184963091
"320","Germination",FALSE,TRUE,"10:55:19","2024-06-13",43,"C","1","C1","Li600",80.37,24.51,25.91,978.3,422,0.729561,0.992396418846258
"321","Germination",FALSE,TRUE,"10:55:35","2024-06-13",43,"C","1","C1","Li600",78.98,24.61,25.08,978.2,179,0.699447,0.844665911693391
"322","Germination",FALSE,TRUE,"10:55:48","2024-06-13",43,"C","2","C2","Li600",80.44,24.68,26.36,978.2,175,0.715938,0.924401046838324
"323","Germination",FALSE,TRUE,"10:55:54","2024-06-13",43,"C","3","C3","Li600",80.02,24.72,26.42,978.2,173,0.994047,5.1178891950697
"324","Germination",FALSE,TRUE,"10:56:13","2024-06-13",43,"C","4","C4","Li600",77.28,24.83,25.79,978.2,193,0.7311,1.00021068602445
"325","Germination",FALSE,TRUE,"10:56:19","2024-06-13",43,"C","5","C5","Li600",77.84,24.87,25.87,978.2,203,0.704148,0.867129232053735
"326","Germination",FALSE,TRUE,"10:56:28","2024-06-13",43,"C","6","C6","Li600",78.98,24.92,24.48,978.2,185,0.708048,0.885922482811624
"327","Germination",FALSE,TRUE,"10:56:34","2024-06-13",43,"C","7","C7","Li600",78.33,24.95,25.3,978.2,170,0.701479,0.854350681125801
"328","Germination",FALSE,TRUE,"10:56:40","2024-06-13",43,"C","8","C8","Li600",78.09,24.98,25.46,978.2,173,0.727123,0.980074507461925
"329","Germination",FALSE,TRUE,"10:56:46","2024-06-13",43,"C","9","C9","Li600",77.35,25.01,24.96,978.2,230,0.73651,1.02790739694589
"330","Germination",FALSE,TRUE,"10:56:52","2024-06-13",43,"C","10","C10","Li600",76.54,25.05,25.54,978.2,315,0.729208,0.990608015167116
"331","Germination",FALSE,TRUE,"10:57:01","2024-06-13",43,"C","11","C11","Li600",75.48,25.1,25.65,978.2,181,0.716303,0.926196494592628
"332","Germination",FALSE,TRUE,"10:57:08","2024-06-13",43,"C","12","C12","Li600",76.54,25.13,25.26,978.2,204,0.694413,0.820832367248528
"333","Germ+Trans",TRUE,TRUE,"10:57:20","2024-06-13",43,"D","1","D1","Li600",75.16,25.19,25.1,978.2,350,0.735017,1.02022795521199
"334","Germ+Trans",TRUE,TRUE,"10:57:38","2024-06-13",43,"D","2","D2","Li600",74.68,25.29,24.76,978.2,272,0.754282,1.12158176647344
"335","Germ+Trans",TRUE,TRUE,"10:57:45","2024-06-13",43,"D","3","D3","Li600",74.86,25.32,28,978.2,301,0.733749,1.01372753539424
"336","Germ+Trans",TRUE,TRUE,"10:57:50","2024-06-13",43,"D","4","D4","Li600",75.49,25.35,25.05,978.2,294,0.750491,1.101232672311
"337","Germ+Trans",TRUE,TRUE,"10:57:58","2024-06-13",43,"D","5","D5","Li600",75.7,25.39,25.95,978.2,393,0.692069,0.809809929727538
"338","Germ+Trans",TRUE,TRUE,"10:58:07","2024-06-13",43,"D","6","D6","Li600",76.27,25.44,25.56,978.2,406,0.704369,0.868190311544553
