"","Treatment","Transplantation","Germination","Time","Date","DaysFromGermination","Row","Pot","Plant","Device","AmbientHumidity","AmbientTemperature","LeafTemperature","AmbientPressure","AmbientLight","PhiPS2","LogitPhiPS2"
"704","Germination",FALSE,TRUE,"12:23:00","2024-06-13",43,"C","10","C10","MultispeQ",52.38477,32.24,30.01,977.23053,166.694,0.631,0.536509218500686
"705","Germination",FALSE,TRUE,"12:23:00","2024-06-13",43,"C","11","C11","MultispeQ",52.10059,32.3,27.43,977.24268,216.168,0.594,0.380526159760912
"706","Germination",FALSE,TRUE,"12:25:00","2024-06-13",43,"C","12","C12","MultispeQ",50.58984,32.53,29.61,977.26331,99.294,0.639,0.571026496044654
"707","Germ+Trans",TRUE,TRUE,"12:27:00","2024-06-13",43,"D","1","D1","MultispeQ",47.7207,32.68,29.79,977.25806,241.51,0.616,0.472604410945793
"708","Germ+Trans",TRUE,TRUE,"12:28:00","2024-06-13",43,"D","2","D2","MultispeQ",48.93652,32.83,29.47,977.28394,274.954,0.63,0.532216813747308
"709","Germ+Trans",TRUE,TRUE,"12:30:00","2024-06-13",43,"D","3","D3","MultispeQ",49.10352,32.99,29.79,977.2757,307.238,0.606,0.430529076771381
"710","Germ+Trans",TRUE,TRUE,"12:32:00","2024-06-13",43,"D","4","D4","MultispeQ",48.46094,33.08,29.83,977.30408,248.216,0.627,0.519368120989105
"711","Germ+Trans",TRUE,TRUE,"12:33:00","2024-06-13",43,"D","5","D5","MultispeQ",48.83984,33.24,30.29,977.27142,288.926,0.624,0.506561224979533
"712","Germ+Trans",TRUE,TRUE,"12:35:00","2024-06-13",43,"D","6","D6","MultispeQ",47.50195,33.39,29.37,977.24255,297.948,0.637,0.562366821307313
"713","Germ+Trans",TRUE,TRUE,"12:37:00","2024-06-13",43,"D","7","D7","MultispeQ",48.07324,33.49,30.01,977.21906,303.596,0.615,0.468378933518734
"714","Germ+Trans",TRUE,TRUE,"12:39:00","2024-06-13",43,"D","8","D8","MultispeQ",47.69336,33.55,30.33,977.12311,318.094,0.609,0.443110707724531
"715","Germ+Trans",TRUE,TRUE,"12:40:00","2024-06-13",43,"D","9","D9","MultispeQ",47.09473,33.63,30.61,977.20953,120.823,0.655,0.641090818603892
"716","Germ+Trans",TRUE,TRUE,"12:42:00","2024-06-13",43,"D","10","D10","MultispeQ",47.38184,33.69,30.37,977.1925,306.686,0.628,0.523646312195052
"717","Germ+Trans",TRUE,TRUE,"12:44:00","2024-06-13",43,"D","11","D11","MultispeQ",47.6416,33.73,30.19,977.12921,310.219,0.617,0.476834034724742
"718","Germ+Trans",TRUE,TRUE,"12:45:00","2024-06-13",43,"D","12","D12","MultispeQ",46.16504,33.79,29.75,977.12128,301.752,0.63,0.532216813747308
"719","Control",FALSE,FALSE,"12:08:00","2024-06-18",48,"A","1","A1","MultispeQ",66.7373,26.93,27.75,982.44122,379.513,0.617,0.476834034724742
"720","Control",FALSE,FALSE,"12:10:00","2024-06-18",48,"A","2","A2","MultispeQ",66.70996,27.77,28.07,982.45068,374.947,0.594,0.380526159760912
"721","Control",FALSE,FALSE,"12:12:00","2024-06-18",48,"A","3","A3","MultispeQ",66.5332,28.52,28.75,982.45642,373.578,0.631,0.536509218500686
"722","Control",FALSE,FALSE,"12:13:00","2024-06-18",48,"A","4","A4","MultispeQ",65.86621,29.23,29.05,982.43091,161.748,0.611,0.451517615553149
"723","Control",FALSE,FALSE,"12:15:00","2024-06-18",48,"A","5","A5","MultispeQ",62.70996,29.87,29.43,982.43201,386.327,0.644,0.592767995252323
"724","Control",FALSE,FALSE,"12:17:00","2024-06-18",48,"A","6","A6","MultispeQ",63.00293,30.49,29.33,982.34296,332.661,0.596,0.3888257891042
"725","Control",FALSE,FALSE,"12:19:00","2024-06-18",48,"A","7","A7","MultispeQ",59.92676,30.97,29.79,982.37671,396.838,0.627,0.519368120989105
"726","Control",FALSE,FALSE,"12:20:00","2024-06-18",48,"A","8","A8","MultispeQ",58.54785,31.41,30.25,982.33667,144.161,0.6,0.405465108108164
"727","Control",FALSE,FALSE,"12:22:00","2024-06-18",48,"A","9","A9","MultispeQ",57.22363,31.83,30.15,982.37592,453.184,0.588,0.3557035985491
"728","Control",FALSE,FALSE,"12:24:00","2024-06-18",48,"A","10","A10","MultispeQ",56.41797,32.27,30.83,982.37329,370.226,0.615,0.468378933518734
"729","Control",FALSE,FALSE,"12:26:00","2024-06-18",48,"A","11","A11","MultispeQ",56.86621,32.61,31.01,982.38342,111.78,0.656,0.645519131570691
"730","Control",FALSE,FALSE,"12:27:00","2024-06-18",48,"A","12","A12","MultispeQ",55.2998,32.92,31.29,982.35834,135.114,0.705,0.871222446472449
"731","Transplantation",TRUE,FALSE,"12:30:00","2024-06-18",48,"B","1","B1","MultispeQ",55.42871,33.2,30.79,982.39594,117.358,0.685,0.776846199436592
"732","Transplantation",TRUE,FALSE,"12:31:00","2024-06-18",48,"B","2","B2","MultispeQ",53.57715,33.4,30.29,982.36517,364.549,0.582,0.330989015206681
"733","Transplantation",TRUE,FALSE,"12:33:00","2024-06-18",48,"B","3","B3","MultispeQ",54.08691,33.58,30.25,982.35492,377.716,0.593,0.37638121355513
"734","Transplantation",TRUE,FALSE,"12:34:00","2024-06-18",48,"B","4","B4","MultispeQ",53.95801,33.77,29.61,982.31641,330.083,0.63,0.532216813747308
"735","Transplantation",TRUE,FALSE,"12:36:00","2024-06-18",48,"B","5","B5","MultispeQ",53.41797,33.93,30.01,982.29761,434.917,0.582,0.330989015206681
"736","Transplantation",TRUE,FALSE,"12:37:00","2024-06-18",48,"B","6","B6","MultispeQ",54.1416,34.13,30.29,982.27905,411.525,0.595,0.384674338439091
"737","Transplantation",TRUE,FALSE,"12:39:00","2024-06-18",48,"B","7","B7","MultispeQ",53.09863,34.3,30.43,982.24268,422.958,0.589,0.359832969155352
"738","Transplantation",TRUE,FALSE,"12:41:00","2024-06-18",48,"B","8","B8","MultispeQ",53.3877,34.47,30.65,982.29205,403.371,0.587,0.351577226867063
"739","Transplantation",TRUE,FALSE,"12:42:00","2024-06-18",48,"B","9","B9","MultispeQ",51.4375,34.58,30.05,982.28284,407.119,0.612,0.455726942889053
"740","Transplantation",TRUE,FALSE,"12:44:00","2024-06-18",48,"B","10","B10","MultispeQ",52.39355,34.76,31.19,982.36304,145.37,0.585,0.343333327001158
"741","Transplantation",TRUE,FALSE,"12:46:00","2024-06-18",48,"B","11","B11","MultispeQ",52.30078,34.88,31.01,982.3526,145.256,0.613,0.45994024290643
"742","Transplantation",TRUE,FALSE,"12:47:00","2024-06-18",48,"B","12","B12","MultispeQ",51.93945,35,30.51,982.27515,141.902,0.638,0.566694071519019
"743","Germination",FALSE,TRUE,"12:23:00","2024-06-20",50,"C","1","C1","MultispeQ",61.59375,27.84,27.67,987.07251,98.416,0.641,0.579707068432391
"744","Germination",FALSE,TRUE,"12:25:00","2024-06-20",50,"C","2","C2","MultispeQ",60.21191,28.32,27.67,987.12183,385.035,0.616,0.472604410945793
"745","Germination",FALSE,TRUE,"12:27:00","2024-06-20",50,"C","3","C3","MultispeQ",59.76562,28.96,27.93,987.06195,374.061,0.629,0.527929194093005
"746","Germination",FALSE,TRUE,"12:28:00","2024-06-20",50,"C","4","C4","MultispeQ",58.64746,29.39,28.35,987.10815,386.832,0.612,0.455726942889053
"747","Germination",FALSE,TRUE,"12:30:00","2024-06-20",50,"C","5","C5","MultispeQ",58.10254,29.73,28.39,987.08252,327.495,0.606,0.430529076771381
"748","Germination",FALSE,TRUE,"12:31:00","2024-06-20",50,"C","6","C6","MultispeQ",55.75781,30.01,28.31,987.12671,128.226,0.625,0.510825623765991
"749","Germination",FALSE,TRUE,"12:33:00","2024-06-20",50,"C","7","C7","MultispeQ",55.75391,30.26,28.21,987.10498,444.88,0.607,0.434719179190237
"750","Germination",FALSE,TRUE,"12:35:00","2024-06-20",50,"C","8","C8","MultispeQ",55.1582,30.49,28.31,987.21643,259.801,0.634,0.54941562103586
"751","Germination",FALSE,TRUE,"12:36:00","2024-06-20",50,"C","9","C9","MultispeQ",56.07812,30.73,28.93,987.19641,131.838,0.613,0.45994024290643
"752","Germination",FALSE,TRUE,"12:38:00","2024-06-20",50,"C","10","C10","MultispeQ",53.94629,30.9,28.75,987.14081,197.018,0.637,0.562366821307313
"753","Germination",FALSE,TRUE,"12:40:00","2024-06-20",50,"C","11","C11","MultispeQ",55.98145,31.07,29.19,987.26483,152.238,0.634,0.54941562103586
"754","Germination",FALSE,TRUE,"12:41:00","2024-06-20",50,"C","12","C12","MultispeQ",56.03711,31.24,28.97,987.20898,362.308,0.596,0.3888257891042
"755","Germ+Trans",TRUE,TRUE,"12:46:00","2024-06-20",50,"D","2","D2","MultispeQ",50.73438,31.51,28.97,987.06415,86.743,0.673,0.721785158747475
"756","Germ+Trans",TRUE,TRUE,"12:48:00","2024-06-20",50,"D","3","D3","MultispeQ",51.5918,31.51,28.85,987.10046,60.683,0.705,0.871222446472449
"757","Germ+Trans",TRUE,TRUE,"12:49:00","2024-06-20",50,"D","4","D4","MultispeQ",51.19922,31.52,28.31,987.03595,110.309,0.671,0.71271138620631
"758","Germ+Trans",TRUE,TRUE,"12:51:00","2024-06-20",50,"D","5","D5","MultispeQ",51.44922,31.57,28.49,987.01764,235.43,0.635,0.5537276453102
"759","Germ+Trans",TRUE,TRUE,"12:53:00","2024-06-20",50,"D","6","D6","MultispeQ",51.64941,31.6,28.71,987.02594,165.734,0.678,0.744595742395987
"760","Germ+Trans",TRUE,TRUE,"12:54:00","2024-06-20",50,"D","7","D7","MultispeQ",51.37891,31.68,28.75,986.94617,116.385,0.661,0.667753732471236
"761","Germ+Trans",TRUE,TRUE,"12:56:00","2024-06-20",50,"D","8","D8","MultispeQ",51.09668,31.74,28.49,986.9281,136.564,0.68,0.75377180237638
"762","Germ+Trans",TRUE,TRUE,"12:58:00","2024-06-20",50,"D","9","D9","MultispeQ",49.60059,31.77,28.53,986.89685,94.943,0.691,0.804798546869924
"763","Germ+Trans",TRUE,TRUE,"12:59:00","2024-06-20",50,"D","10","D10","MultispeQ",50.26367,31.78,28.31,986.91711,327.787,0.626,0.515094573685567
"764","Germ+Trans",TRUE,TRUE,"01:01:00","2024-06-20",50,"D","12","D12","MultispeQ",50.29199,31.71,28.39,986.84265,125.539,0.677,0.740018949689619
"765","Germination",FALSE,TRUE,"12:12:00","2024-06-25",55,"C","1","C1","MultispeQ",59.10254,28.1,28.53,976.44843,352.259,0.6,0.405465108108164
"766","Germination",FALSE,TRUE,"12:14:00","2024-06-25",55,"C","2","C2","MultispeQ",59.12402,28.63,28.63,976.42023,314.918,0.608,0.438913042175704
"767","Germination",FALSE,TRUE,"12:15:00","2024-06-25",55,"C","3","C3","MultispeQ",58.23926,29.18,28.85,976.41705,267.936,0.621,0.493794876851052
"768","Germination",FALSE,TRUE,"12:17:00","2024-06-25",55,"C","4","C4","MultispeQ",57.86816,29.71,29.37,976.41748,264.805,0.625,0.510825623765991
"769","Germination",FALSE,TRUE,"12:19:00","2024-06-25",55,"C","5","C5","MultispeQ",57.40625,30.16,29.29,976.44019,305.492,0.619,0.485305897557895
"770","Germination",FALSE,TRUE,"12:20:00","2024-06-25",55,"C","6","C6","MultispeQ",56.46191,30.65,29.69,976.48486,336.6,0.62,0.489548225318706
"771","Germination",FALSE,TRUE,"12:22:00","2024-06-25",55,"C","7","C7","MultispeQ",55.96094,31,29.87,976.43396,294.376,0.663,0.676692059833501
"772","Germination",FALSE,TRUE,"12:24:00","2024-06-25",55,"C","8","C8","MultispeQ",56.08789,31.27,29.69,976.51666,226.123,0.632,0.540806455977927
"773","Germination",FALSE,TRUE,"12:25:00","2024-06-25",55,"C","9","C9","MultispeQ",54.36914,31.54,29.65,976.44812,268.912,0.624,0.506561224979533
"774","Germination",FALSE,TRUE,"12:27:00","2024-06-25",55,"C","10","C10","MultispeQ",53.41895,31.75,29.93,976.38,304.55,0.624,0.506561224979533
"775","Germination",FALSE,TRUE,"12:29:00","2024-06-25",55,"C","11","C11","MultispeQ",50.21387,31.96,30.01,976.42181,324.765,0.65,0.619039208406224
"776","Germination",FALSE,TRUE,"12:30:00","2024-06-25",55,"C","12","C12","MultispeQ",50.51953,32.2,30.29,976.40619,190.054,0.638,0.566694071519019
"777","Germ+Trans",TRUE,TRUE,"12:32:00","2024-06-25",55,"D","1","D1","MultispeQ",48.46973,32.39,30.19,976.49329,328.229,0.631,0.536509218500686
"778","Germ+Trans",TRUE,TRUE,"12:34:00","2024-06-25",55,"D","2","D2","MultispeQ",48.63965,32.57,30.29,976.51178,328.264,0.639,0.571026496044654
"779","Germ+Trans",TRUE,TRUE,"12:34:00","2024-06-25",55,"D","3","D3","MultispeQ",48.99219,32.6,27.39,976.52435,282.591,0.59,0.363965377201411
"780","Germ+Trans",TRUE,TRUE,"12:36:00","2024-06-25",55,"D","4","D4","MultispeQ",47.70801,32.79,29.51,976.53656,318.583,0.641,0.579707068432391
"781","Germ+Trans",TRUE,TRUE,"12:38:00","2024-06-25",55,"D","5","D5","MultispeQ",47.28906,33.02,29.93,976.50861,138.594,0.686,0.781484641817632
"782","Germ+Trans",TRUE,TRUE,"12:39:00","2024-06-25",55,"D","6","D6","MultispeQ",45.78223,33.22,29.79,976.51093,291.504,0.621,0.493794876851052
"783","Germ+Trans",TRUE,TRUE,"12:43:00","2024-06-25",55,"D","8","D8","MultispeQ",46.13574,33.26,29.87,976.47986,271.288,0.619,0.485305897557895
"784","Germ+Trans",TRUE,TRUE,"12:44:00","2024-06-25",55,"D","9","D9","MultispeQ",44.94824,33.29,29.69,976.48358,244.78,0.641,0.579707068432391
"785","Germ+Trans",TRUE,TRUE,"12:46:00","2024-06-25",55,"D","10","D10","MultispeQ",44.36523,33.29,29.43,976.42236,338.238,0.602,0.413805440024383
"786","Germ+Trans",TRUE,TRUE,"12:48:00","2024-06-25",55,"D","11","D11","MultispeQ",44.33398,33.34,29.55,976.46283,251.822,0.655,0.641090818603892
"787","Germ+Trans",TRUE,TRUE,"12:49:00","2024-06-25",55,"D","12","D12","MultispeQ",43.91602,33.38,29.61,976.4519,313.886,0.597,0.392980551445919
"788","Control",FALSE,FALSE,"12:06:00","2024-06-27",57,"A","1","A1","MultispeQ",70.83496,26.46,26.57,972.52673,246.299,0.638,0.566694071519019
"789","Control",FALSE,FALSE,"12:10:00","2024-06-27",57,"A","2","A2","MultispeQ",70.17383,27.95,27.71,972.61139,114.041,0.667,0.69464755593518
"790","Control",FALSE,FALSE,"12:12:00","2024-06-27",57,"A","3","A3","MultispeQ",68.92188,28.45,27.99,972.61334,307.644,0.63,0.532216813747308
"791","Control",FALSE,FALSE,"12:14:00","2024-06-27",57,"A","4","A4","MultispeQ",67.90039,28.92,28.17,972.62817,302.436,0.626,0.515094573685567
"792","Control",FALSE,FALSE,"12:15:00","2024-06-27",57,"A","5","A5","MultispeQ",67.75781,29.41,28.63,972.65717,289.721,0.619,0.485305897557895
"793","Control",FALSE,FALSE,"12:17:00","2024-06-27",57,"A","6","A6","MultispeQ",66.2627,30.05,29.29,972.6861,331.647,0.611,0.451517615553149
"794","Control",FALSE,FALSE,"12:19:00","2024-06-27",57,"A","7","A7","MultispeQ",65.62598,30.59,29.69,972.77545,276.219,0.617,0.476834034724742
"795","Control",FALSE,FALSE,"12:23:00","2024-06-27",57,"A","8","A8","MultispeQ",64.49219,31.39,30.61,972.76624,163.129,0.677,0.740018949689619
"796","Control",FALSE,FALSE,"12:25:00","2024-06-27",57,"A","9","A9","MultispeQ",62.29102,31.61,30.75,972.74634,175.641,0.618,0.481067848851116
"797","Control",FALSE,FALSE,"12:27:00","2024-06-27",57,"A","10","A10","MultispeQ",61.0332,31.91,31.11,972.76282,164.41,0.642,0.584055317289261
"798","Control",FALSE,FALSE,"12:29:00","2024-06-27",57,"A","11","A11","MultispeQ",60.875,32.28,31.15,972.79065,111.474,0.642,0.584055317289261
"799","Control",FALSE,FALSE,"12:31:00","2024-06-27",57,"A","12","A12","MultispeQ",59.86133,32.6,31.19,972.76831,271.238,0.628,0.523646312195052
"800","Transplantation",TRUE,FALSE,"12:36:00","2024-06-27",57,"B","1","B1","MultispeQ",58.75684,33.58,30.69,972.75049,196.882,0.663,0.676692059833501
"801","Transplantation",TRUE,FALSE,"12:38:00","2024-06-27",57,"B","2","B2","MultispeQ",58.00586,33.81,30.97,972.76862,135.499,0.679,0.74918000442868
"802","Transplantation",TRUE,FALSE,"12:39:00","2024-06-27",57,"B","3","B3","MultispeQ",56.91504,33.93,30.87,972.77545,164.831,0.69,0.800119300112113
"803","Transplantation",TRUE,FALSE,"12:41:00","2024-06-27",57,"B","4","B4","MultispeQ",56.39648,34.08,30.69,972.77753,141.239,0.692,0.809486172644095
"804","Transplantation",TRUE,FALSE,"12:43:00","2024-06-27",57,"B","5","B5","MultispeQ",55.52246,34.18,30.33,972.73279,121.188,0.682,0.762978275063286
"805","Transplantation",TRUE,FALSE,"12:45:00","2024-06-27",57,"B","6","B6","MultispeQ",56.35156,34.28,30.57,972.70447,141.413,0.699,0.842540477484934
"806","Transplantation",TRUE,FALSE,"12:47:00","2024-06-27",57,"B","7","B7","MultispeQ",55.40527,34.36,30.33,972.69751,144.01,0.695,0.82360006895738
"807","Transplantation",TRUE,FALSE,"12:48:00","2024-06-27",57,"B","8","B8","MultispeQ",56.00098,34.47,30.37,972.68213,164.316,0.68,0.75377180237638
"808","Transplantation",TRUE,FALSE,"12:50:00","2024-06-27",57,"B","9","B9","MultispeQ",55.06445,34.54,30.33,972.68591,168.693,0.681,0.758371203364668
"809","Transplantation",TRUE,FALSE,"12:52:00","2024-06-27",57,"B","10","B10","MultispeQ",53.55469,34.51,30.47,972.69843,163.555,0.702,0.856839917520406
"810","Transplantation",TRUE,FALSE,"12:53:00","2024-06-27",57,"B","11","B11","MultispeQ",52.39844,34.51,30.29,972.6911,134.227,0.678,0.744595742395987
"811","Transplantation",TRUE,FALSE,"12:55:00","2024-06-27",57,"B","12","B12","MultispeQ",52.55078,34.51,30.87,972.70703,167.654,0.692,0.809486172644095
"812","Control",FALSE,FALSE,"12:08:00","2024-07-02",62,"A","1","A1","MultispeQ",47.86133,30.03,30.43,981.31384,393.117,0.637,0.562366821307313
"813","Control",FALSE,FALSE,"12:10:00","2024-07-02",62,"A","2","A2","MultispeQ",45.2627,30.82,30.61,981.3075,456.701,0.592,0.372239460479844
"814","Control",FALSE,FALSE,"12:12:00","2024-07-02",62,"A","3","A3","MultispeQ",47.45312,31.57,31.33,981.46045,442.911,0.628,0.523646312195052
"815","Control",FALSE,FALSE,"12:16:00","2024-07-02",62,"A","4","A4","MultispeQ",46.10352,33.17,31.85,981.41193,189.765,0.638,0.566694071519019
"816","Control",FALSE,FALSE,"12:18:00","2024-07-02",62,"A","5","A5","MultispeQ",45.78809,33.64,31.85,981.30994,390.423,0.605,0.42634269312972
"817","Control",FALSE,FALSE,"12:20:00","2024-07-02",62,"A","6","A6","MultispeQ",42.9209,34.1,32.41,981.36938,310.852,0.658,0.654394194262712
"818","Control",FALSE,FALSE,"12:21:00","2024-07-02",62,"A","7","A7","MultispeQ",43.88867,34.66,33.03,981.41333,442.458,0.589,0.359832969155352
"819","Control",FALSE,FALSE,"12:23:00","2024-07-02",62,"A","8","A8","MultispeQ",43.82227,35.08,33.49,981.45563,399.038,0.617,0.476834034724742
"820","Control",FALSE,FALSE,"12:25:00","2024-07-02",62,"A","9","A9","MultispeQ",39.74219,35.52,33.85,981.42352,380.676,0.634,0.54941562103586
"821","Control",FALSE,FALSE,"12:27:00","2024-07-02",62,"A","10","A10","MultispeQ",38.07812,35.86,33.33,981.48663,439.289,0.602,0.413805440024383
"822","Control",FALSE,FALSE,"12:29:00","2024-07-02",62,"A","11","A11","MultispeQ",39.62598,36.22,34.17,981.4361,391.013,0.62,0.489548225318706
"823","Control",FALSE,FALSE,"12:31:00","2024-07-02",62,"A","12","A12","MultispeQ",40.41797,36.53,34.05,981.48901,442.98,0.581,0.326879836929773
"824","Transplantation",TRUE,FALSE,"12:33:00","2024-07-02",62,"B","1","B1","MultispeQ",42.1709,36.9,33.97,981.51251,318.478,0.622,0.498045897119592
"825","Transplantation",TRUE,FALSE,"12:35:00","2024-07-02",62,"B","2","B2","MultispeQ",37.63281,37.18,34.17,981.54431,370.629,0.635,0.5537276453102
"826","Transplantation",TRUE,FALSE,"12:36:00","2024-07-02",62,"B","3","B3","MultispeQ",37.87305,37.38,33.45,981.51581,314.269,0.635,0.5537276453102
"827","Transplantation",TRUE,FALSE,"12:38:00","2024-07-02",62,"B","4","B4","MultispeQ",36.95117,37.51,34.13,981.45514,161.111,0.704,0.866418901833982
"828","Transplantation",TRUE,FALSE,"12:40:00","2024-07-02",62,"B","5","B5","MultispeQ",35.59277,37.67,34.09,981.43732,365.503,0.63,0.532216813747308
"829","Transplantation",TRUE,FALSE,"12:41:00","2024-07-02",62,"B","6","B6","MultispeQ",35.36426,37.77,33.45,981.33044,175.585,0.639,0.571026496044654
"830","Transplantation",TRUE,FALSE,"12:43:00","2024-07-02",62,"B","7","B7","MultispeQ",35.61523,37.8,33.11,981.45844,374.16,0.6,0.405465108108164
"831","Transplantation",TRUE,FALSE,"12:45:00","2024-07-02",62,"B","8","B8","MultispeQ",34.56543,37.83,31.77,981.51294,388.739,0.598,0.397138665331611
"832","Transplantation",TRUE,FALSE,"12:47:00","2024-07-02",62,"B","9","B9","MultispeQ",33.93555,37.79,32.33,981.46375,408.862,0.616,0.472604410945793
"833","Transplantation",TRUE,FALSE,"12:49:00","2024-07-02",62,"B","10","B10","MultispeQ",34.375,37.81,33.49,981.47089,368.769,0.623,0.502301331339442
"834","Transplantation",TRUE,FALSE,"12:50:00","2024-07-02",62,"B","11","B11","MultispeQ",35.92676,37.85,33.63,981.4986,244.017,0.614,0.464157558682312
"835","Transplantation",TRUE,FALSE,"12:52:00","2024-07-02",62,"B","12","B12","MultispeQ",33.69434,37.9,34.35,981.41846,413.31,0.609,0.443110707724531
"836","Control",FALSE,FALSE,"12:12:00","2024-07-09",69,"A","1","A1","MultispeQ",73.42188,28.5,29.61,977.30829,367.521,0.58,0.322773392263051
"837","Control",FALSE,FALSE,"12:14:00","2024-07-09",69,"A","2","A2","MultispeQ",73.80371,29.3,31.01,977.33344,417.462,0.567,0.269621575725262
"838","Control",FALSE,FALSE,"12:16:00","2024-07-09",69,"A","3","A3","MultispeQ",71.66992,30.04,31.43,977.26593,176.633,0.596,0.3888257891042
"839","Control",FALSE,FALSE,"12:18:00","2024-07-09",69,"A","4","A4","MultispeQ",71.85059,30.68,31.55,977.31592,111.04,0.654,0.636668576399474
"840","Control",FALSE,FALSE,"12:20:00","2024-07-09",69,"A","5","A5","MultispeQ",70.3877,31.35,32.25,977.26483,144.783,0.591,0.368100861363296
"841","Control",FALSE,FALSE,"12:21:00","2024-07-09",69,"A","6","A6","MultispeQ",68.53516,31.85,32.93,977.21912,98.247,0.657,0.649953571318671
"842","Control",FALSE,FALSE,"12:23:00","2024-07-09",69,"A","7","A7","MultispeQ",66.71191,32.35,32.67,977.22296,503.64,0.462,-0.152293669080046
"843","Control",FALSE,FALSE,"12:25:00","2024-07-09",69,"A","8","A8","MultispeQ",65.97656,32.71,33.15,977.18872,463.364,0.611,0.451517615553149
"844","Control",FALSE,FALSE,"12:27:00","2024-07-09",69,"A","9","A9","MultispeQ",65.29395,33.12,33.41,977.18768,437.006,0.501,0.00400000533334614
"845","Control",FALSE,FALSE,"12:28:00","2024-07-09",69,"A","10","A10","MultispeQ",64.70996,33.51,34.65,977.19482,465.002,0.581,0.326879836929773
"846","Control",FALSE,FALSE,"12:30:00","2024-07-09",69,"A","11","A11","MultispeQ",63.4668,33.93,34.81,977.13873,438.702,0.569,0.277772344022583
"847","Control",FALSE,FALSE,"12:32:00","2024-07-09",69,"A","12","A12","MultispeQ",62.76758,34.43,35.21,977.09045,454.212,0.576,0.306374205463933
"848","Control",FALSE,FALSE,"12:02:00","2024-07-11",71,"A","1","A1","MultispeQ",64.34863,28.41,28.53,977.92889,325.839,0.667,0.69464755593518
"849","Control",FALSE,FALSE,"12:03:00","2024-07-11",71,"A","2","A2","MultispeQ",64.16895,29.02,29.01,977.98828,319.721,0.62,0.489548225318706
"850","Control",FALSE,FALSE,"12:05:00","2024-07-11",71,"A","3","A3","MultispeQ",63.57617,29.55,29.61,977.98315,354.993,0.616,0.472604410945793
"851","Control",FALSE,FALSE,"12:07:00","2024-07-11",71,"A","4","A4","MultispeQ",62.99609,30.02,29.65,977.97174,373.226,0.6,0.405465108108164
"852","Control",FALSE,FALSE,"12:08:00","2024-07-11",71,"A","5","A5","MultispeQ",62.40723,30.52,29.93,977.95795,299.222,0.61,0.447312218043665
"853","Control",FALSE,FALSE,"12:10:00","2024-07-11",71,"A","6","A6","MultispeQ",61.34082,31.17,30.25,977.98138,394.109,0.603,0.417980916039995
"854","Control",FALSE,FALSE,"12:12:00","2024-07-11",71,"A","7","A7","MultispeQ",60.72168,31.73,30.87,977.98718,440.33,0.567,0.269621575725262
"855","Control",FALSE,FALSE,"12:14:00","2024-07-11",71,"A","8","A8","MultispeQ",60.68457,32.24,30.87,977.91577,451.571,0.605,0.42634269312972
"856","Control",FALSE,FALSE,"12:16:00","2024-07-11",71,"A","9","A9","MultispeQ",58.95898,32.71,31.47,977.89044,453.079,0.576,0.306374205463933
"857","Control",FALSE,FALSE,"12:17:00","2024-07-11",71,"A","10","A10","MultispeQ",58.01465,33.05,31.19,977.90698,104.497,0.637,0.562366821307313
"858","Control",FALSE,FALSE,"12:19:00","2024-07-11",71,"A","11","A11","MultispeQ",56.20215,33.35,30.97,977.91528,422.592,0.614,0.464157558682312
"859","Control",FALSE,FALSE,"12:21:00","2024-07-11",71,"A","12","A12","MultispeQ",54.08691,33.57,31.07,977.91107,85.694,0.63,0.532216813747308
"860","Transplantation",TRUE,FALSE,"12:23:00","2024-07-11",71,"B","1","B1","MultispeQ",54.44727,33.77,30.57,977.94843,349.544,0.604,0.422159986680334
"861","Transplantation",TRUE,FALSE,"12:24:00","2024-07-11",71,"B","2","B2","MultispeQ",53.99902,33.92,30.87,977.96606,111.86,0.676,0.735449560250635
"862","Transplantation",TRUE,FALSE,"12:26:00","2024-07-11",71,"B","3","B3","MultispeQ",52.9043,34.04,30.69,977.91821,313.829,0.655,0.641090818603892
"863","Transplantation",TRUE,FALSE,"12:28:00","2024-07-11",71,"B","4","B4","MultispeQ",51.93457,34.12,30.79,977.8847,123.291,0.689,0.795448358834424
"864","Transplantation",TRUE,FALSE,"12:30:00","2024-07-11",71,"B","5","B5","MultispeQ",51.57031,34.21,30.29,977.9187,189.48,0.64,0.575364144903562
"865","Transplantation",TRUE,FALSE,"12:31:00","2024-07-11",71,"B","6","B6","MultispeQ",49.57324,34.32,30.05,977.91156,168.053,0.646,0.601502590648827
"866","Transplantation",TRUE,FALSE,"12:33:00","2024-07-11",71,"B","7","B7","MultispeQ",48.97363,34.39,29.79,977.90784,199.76,0.634,0.54941562103586
"867","Transplantation",TRUE,FALSE,"12:35:00","2024-07-11",71,"B","8","B8","MultispeQ",49.34961,34.41,30.15,977.97546,379.357,0.57,0.281851152140987
"868","Transplantation",TRUE,FALSE,"12:36:00","2024-07-11",71,"B","9","B9","MultispeQ",48.93945,34.4,30.29,977.97595,320.678,0.6,0.405465108108164
"869","Transplantation",TRUE,FALSE,"12:38:00","2024-07-11",71,"B","10","B10","MultispeQ",49.56836,34.49,29.93,977.97064,294.016,0.607,0.434719179190237
"870","Transplantation",TRUE,FALSE,"12:40:00","2024-07-11",71,"B","11","B11","MultispeQ",49.02734,34.57,30.25,977.97968,74.878,0.681,0.758371203364668
